Name,Photos,Paperwork/Receipts,Status,Type,Style,Brand,Model,Year,Serial Number,Link,Date Acquired,Purchased Location,Replacement Value,Purchase Value,Maintenance,Accessories,Notes,ID,Asset Link,Record ID,Checked Out,Date In/Out,EPC,Location,Linked Instruments
Red-Eye,"2019-03-09 13.12.52.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/mgZo5bzyWKXSIl1Mw7mBQQ/rjaDQt_dLnADqck_uWrJePbIdad9hNN961vDCLvue8mSneSl57HD5bvizYeA5I73aMsMUu0o_YybjOLNpxUNhGbxKThY-68L9-w5ik0i_HxOVjqF5aGeZrnTn1QkBjDc5x3UxCU3Zbu9T3aqEjijZUBE_J_NKr2N4dNv0xChqhM/F14yqg4Mpzg2cEmOcfRSu3sKK8YvS10QTYRaT_qOoAQ),2019-03-09 13.12.41.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/Vgw57Ex8RYWSDkK9nKwAIg/7GOm4fE_NtlUErvguDAg_XOJ5Tfo7shR0xSl1v53u8iPcWb6-6LWQH1T7_gIaKZeruWl4wpd5vUIkFZUEctgelbhY-Hz_ezaDz9axx8dkOj45JiZNOF7c51sYb6W_bRXWPtGro9-VQph4zmL6VBlY8mW08Ky73BX5e3iyFjnabo/GUL5mJawV9bbw4wFZNBCke6J0TcGLkNqZ7DrI-vppJA)",,Current,Pedal,DI,Fire Eye Development,Red-Eye,2017,,,2017-01-01,Reverb,$200.00,$100.00,,,,18,https://gearcheck.nicholewagner.com/item/18,recnbYtOjflFY3avL,,,,,
D'adarrio Micro Tune Soundhole,,Amazon_com - Order 114-3005342-0253812.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/t9rJFpmzJ3-k0G3N4laWqg/WwT2RQecI-kpguzKkvM7RBFkeLbKmgO2WvxiRd-thOsR0ufHaj9oHxKbqhuNlx-_LTN3W03iV6_0rRzqD2xFQ__JOEh9rEt6vhnKkiiWagpJxSk9IyPsXUe7JfLXCim5mJBk-vkSwjXp_NUm4XF_FsU11dbrRZ78YINbd2qn9brTTs4ON4enlFOO0MtuS_vW/41lsdKL8noZwBIoIh5IUPOftLx2s_6p6RM5YNLJXwss),Current,Other,Tuner,D'Adarrio,MicroTune,,,,,,$15.00,$15.00,,,,91,https://gearcheck.nicholewagner.com/item/91,recORnb17m2iBZXAi,,,,,
Tuning Pedal,"2019-03-09 13.13.30.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/QvKcG5uk4JBvyb0W9DU3zQ/1m_SVQW5PIwbWjdS5hj3FBPWPlrT0k5nhXCMYX3HDTVcXwG-DoctfybvnJUIomzT3ESFFuoC-Ixkuu6WCuPt2Ft-Lu36GE7dIc0yQb49H7kWN8RWW6UL5XNgOtubuG6dhTBdAxoD-KKgyWEmrknchJIpq62BRpJoyC0JlS4cLTQ/Z44-i_cjVWJW9RkyupITN4D_Fvysw1Dv85qcnhTQ-hc),2019-03-09 13.13.40.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/d5cE9l15OvAyhl2vqVqvlQ/2gGIVctQO0ZOAcewUCEiEp1GrLZAUgIRvaPO8EvUeV6RbkDIzfRFYwYx-t_lhJMkFvSJK6uQPl6QGr7ht4rc9ANaaZwnbtMjEwGvatP0WUGihylGZd12fLXxwedfvv8jiqTtqXu2Q5VgyaVgweT4_KE8MfDRfTM7pREi1Ec3zYg/Cjbg7mOvp-ciQ7wXgGr1L2taWd3_I0OafCV_ehMtDpQ)",,Current,Pedal,Tuner,boss,Chromatic Tuner TU-3,2015,I8E 2840,/instruments/3575,2015-03-20,Guitar Center,$99.00,$99.00,,,,8,https://gearcheck.nicholewagner.com/item/8,recXiz63dE0UZHIHP,,,,,
Korg Tuner,2022-01-05 19.54.41.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/i2r0w8X-vdgklZ97FXbUVg/RtkVuOB-e9tN-bWmyi0kiqLYZrEt7RX6rFKJChxhoStviFFHzLJ4fc5aA-98lk8KA6jxfvisFvwkRP9Vz5QyuDSRGebX2644TjeOfYu7Pyac6-pieNVOJH0bFzW8cqkfIdwhPKKlqHKqkMqccMGLmWTXqfCfC9hTPMtuhtKVTsE/q6Jnc35oKPZg88kDcGuZIn4CnSK41QqzlXYLtpZvxVI),2022-03-31 22.11.06.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/fcB0viJ9qOG9ftYwuw3mRg/J6tNfZ7ZpbmkyQUMr7Yi9DPnqvVDoa3sqbf-xmrgpxzBUSAw-bZGta9vW0XgwnA-ZHXpYiG-sRadILQxdrLW4-j3NgDhqLKHbcIV7TAiiFgkgCAXUeR17f2pgf5BlC5_yM9KdYtqSch8HrSPo494DlVBy3czt9OMmcsdVz8MEag/RkkicmbBNIh8m15Kv6UOJuru4Ttvht40WR1-IlxIUlk),Current,Pedal,Tuner,Korg,Pitchblack,,,,2019-05-11,Reverb,$50.00,$40.00,,,,29,https://gearcheck.nicholewagner.com/item/29,rec9rTfFt6jazM4ox,,,,,
Kliq Tiny Tune,,Amazon_com - Order 111-6692935-9569022.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/zQVZPI9f-OrF9dmXOq_-3Q/7UubbtLgoY4QlMs22dl-GvuUk83ev8Q73HJL1LKfMvdrWr89qnG0Fp3k6zGsztuhqMfK04P0adbhe6_E165Za4TUWdjmdVELoHnTiPY1Kl44zyDQ9GHbxsLgnavbZhn6kWVO16rwi0m3uhGv00peUhCl34cZ7dvZovhqIyzktoVJDYi4bIYuLO87_wrJozoE/fxABVACsxdsp79nDFawWtBjfX_0Pv_7v35RiyBf33-g),Current,Pedal,Tuner,Kilq,TinyTune,2022,,,2022-07-01,Amazon,$30.00,$30.00,,,,86,https://gearcheck.nicholewagner.com/item/86,recGVUHUQsLcXdUbt,,,,,
Bush,,,Current,Instrument,Mandolin,Loar,LM-310F,2019,,,2020-07-13,South Austin Music ,$400.00,$225.00,,,,38,https://gearcheck.nicholewagner.com/item/38,recFaFUS191wn4q7r,,,,,
Violin,,,Current,Instrument,Strings,,,1998,,,2019-09-13,Austin Strings,$600.00,$499.00,,,,32,https://gearcheck.nicholewagner.com/item/32,reczz4GXA4iakltHc,,,,,
Baritone Uke,"2019-03-09 13.24.10.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/Mt7RnwWzwqCksR8QK7tK_g/-CwAOw1kcqQ6JRQqQgu52thzeLGwmzKvQU7ctQaWmMxkX1vVWkkmxXWKKPWO618O_I4Raqb59rlx5HCebpXC5X-5Qyf9Lsc1EjE5KWikceNxePkL96IqacXQEvYEMCTg5YVPCPZsLAffjgDEEZjZ-RKEUAaRCDmJlTwN9MFoDaw/sp-FlPRfvwvz6t-AeGc0H716xsHMCZdmu-xzNps3594),2019-03-09 13.24.14.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/s348YWN7ilLsDEpa8ISTaA/T5LG3cedD4dceGDyCk65ISoSey9CxSkh0DGgl7UB4bJ2bbuSUr-h1NT0TzCRZcbiuxUNJ2l8hQ9hS2B8mbo6To07xOjYrcO6y8KdTKnNHFn7es7SI3xZFQDWjRgUIDcGF6GoEo8i1Sn-EEmBmtq1d6ch8OioDMhutweVu_1VDxI/IQ8AEXthB5di45B_My6jisXM90aYbMeBs88A9zj0lEY)",,Current,Instrument,Uke,Harmony,Baritone,1979,RB-3525,,2016-01-01,Craigslist,$300.00,$150.00,,,,13,https://gearcheck.nicholewagner.com/item/13,recvzBTiKsP9YbjX0,,,,,
Taylor Concert,use-guitar-taylor-712ce.jpg.png (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/zFye_Cdum2iSvglhuiYsuA/yk62CfJft_QzZUIDzIOdacdbnziqODGtwL_3DAhNr3Um1w2fjvDcHKpo9bDUbzlZKlhGx43W4_MSLiXPs0WDuJIILWe5rnXG-IEfF72JP60VqoYUSX_B84zo6yAKOzTp/pp0GnRkbNvzZH4kpt0sSI3dLOzYqrZSqqfUjKfhUIAw),,Sold,Instrument,Guitar,Taylor,712ce,2001,20010313141,/instruments/3216,2014-11-06,South Austin Music,$1800.00,$1440.00,,,,2,https://gearcheck.nicholewagner.com/item/2,recn2RwDbr65Qrk1C,,,,,
Taylor Dread,"use-guitar-taylor-510_0.jpg.png (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/5rGR_1zNlOpjqpOK16BCqg/dS_qVNE6sv4mYwwmBE-5YTPSA0M_0NBcR6ABsyZnRucc770KHz4UbMMDnWXO-Yc9puBo1kebknEHPRDGFmLzLHDNGiukLFbjAG-7iyi5ZHsClcREfpUbrc8U8CT15i4u/CaAHU-bXJoG6YxviChzGhyk2EgCB_mnk6Z7jvlqyBcY),use-guitar-taylor-510.jpg.png (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/HuQbRkSNLt27AwGL1gVWgQ/QT4d7qChWxUTi1bgNxIxttD7FtwaxO_SrJaW6yCY3gXj0L3pM93dRgwrWJNe-971T_g-9ZWeoyA3KD_u8adh6Q7iWPJgrIkH9qXtKh8BxjGlDcXUCWrVlqh2L68F4mga/_-tbJcRbXxS7TCWlILHdmycVzIDeyRjCkTMUaf6NL8s)",,Sold,Instrument,Guitar,Taylor,510,1998,980409106,/instruments/3987,2015-07-15,South Austin Music,$1300.00,$1600.00,,,Traded in at SAM for $900 down on J-50 (2020/11/24),9,https://gearcheck.nicholewagner.com/item/9,recyhO3OUHflmXBOu,,,,,
Maple Jumbo,"2019-03-10 11.31.45.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/8hcaT61fbGq40eOLITnfrA/dmWOrCnPcWTEUVBIJ-ifbw5T4OKUU2E64nA4aTM3joz3nd4rU0Ts3RTuDQoQ4ItbRNh8UPAZqNn3pEc7caB9DPsEPRUDdvHbYTBpVZw_HbWmjvrq9dfuIoZ_tVdHyjlKoCEuV4cRYR9k9ZDteUFN2ZBjuwPmqL-fKpLxaZX_YUE/vB8Y3XBayd-eZY4_jTu7G_zSqz2uqxypAGQM46OE_uk),2019-03-10 11.31.50.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/Ul5DMAL3IFNJHIJIomynLQ/61kpQ0bU2Fg8rgOjI_v80DM-7YeDuNd7d8KUY-16ZVLCV8RruMuMGg27hbnfTj68Pl-wVFDtpVzVhsIo1DBt0_IBYaHQk04RB_vjPay1azo5RzXF4BC3SbOQ4UNWdc-2tNBQUt6PjWQLSQyqS9fYwjRhIO02OqLO5fdxLmWANiA/dNGucMJbOcL_YwmTGPn1h4lwMNzgkwWLPa_d2hwrgXQ),2019-03-10 11.31.55.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/-p6yMOA9SxucGMdtXZYs7Q/ZnSgAA9IlGwB36YU03cvJ7RuE0EyMBTp9-C6BeG9Tvxu1nICknETWsAXWW9F01RC-fOXqZphmJAubMSftk8Ch8WlZxWzMxTfp_ZxX7bCYBDrmY3k2XWNc6VlqvJSE2mudGTQ1o1-8ExeUEm5mWv7LMLnQUU2KKsac8pJ10z7-kw/OS7wCFFdjFpGifXeI-KlEe9egt8rbc8JiSQlWc_UGuU),2019-03-10 11.32.01.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/-WCavjFk-ahkBAztdd59OA/CL4FUPLpT1X805ggJ82jWXtqUNtPw36SeJNH2nyY35H3NyeUCZpCg82_jvuLEM8NXrTB-ycN1sX4rOz03Ofb8ahY4py2b82mbdYrgNZ7lVbRB8r-sekYK_JM0khzByOslUivGaH11c_BKhgyMTehpsGjccbdpCnOJBNFFI5zmro/6f32rIwfCcYemcLv6owi6dWjiMt7d8a5kWl59OGA91I)",,Sold,Instrument,Guitar,Gibson,J-150,Aug 15 2001,02281042,,2016-07-15,South Austin Music,$2200.00,$2200.00,,,Sold 2/14/22 - $2400,16,https://gearcheck.nicholewagner.com/item/16,recHz03oN2QyPqIoZ,,,,,
Guild Songbird,"te49w7hjysnaj3eaemzc.webp (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/2ORHuRDrNFuQlOsv286A8g/A-OHZLp1FUuji75Vx6JGi1jVNgmuz6gNlEgvRmTAlJYAkUB-Y1SiBEOJgOcdk2F4ztDcgz-mjWzca569x5lSY3eAPHv2X6giS2yZAMjQUtBQzlEk0KcrEdMX7hTcwsDO8tAeDjjYCte1_LKWaVMhD0oDa2RnHccubAuQHikuNCY/XtlOqEhzXdklGGt4b9Gx7G2sx0eHUhd98F2yFnMPNeQ),rpkjajnzrrcp1srjuybl.webp (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/6Zsjn5XZAgy4qzzJF0Rryg/e1-XiJDjgVdZ0hUDHPgG1vXW3SpyuPRtqej-mFut7tdLS5HTZdq5iAnRj1FVVns9D_CeDJNgl6v6NVUmOZ_U6r19d0rhW7DdEeBSXeKEAIc8OkpQlEtV65bfzjyDmXFUkZzariQblaQwR5XugUIk24avcjD8NmTIDdIIRH1RnYU/tGYEN_ywXvOr0vS1vZoiM88BGzxqiI99xB52oy4Mbqg),wdazsf1gjbehjnmgdm2h.webp (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/MEc779hFFQHGt7YBziv-lQ/sOuzKHQqSnJdrjHA4gBzJ8PScLNe9cnIiJgs_-J6jELrqg5SNYTRHXPMkrfiqfTOZ9p-SEsp35eO5nk_yVB4ZA_loK3Oq2mfp-Fx4j1pnFSml1S8iu8cX-8k6GrmUnMmUEBGhEbWIBQgyat-3eFOMU0fKOSjApi14Ex0rZSsHuc/LtfmmBoJ5JDMW8-lmN0CqlUTMp6WsrWhqcODJ4tOjIE),luiuyyvft8aze7pbirso.webp (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/q34JOnW8MVb-9Z10b3FENQ/ylSUHJqOD2kbMOP5sDRi_t_R7dl9usWtda3ly4E7x_EsOVI4sH1pmWWmWlbCXnYmB_2zKMseF6nyC7wF7AGnKzi9e-W5wIUTZ88zzHDyhDYe0ITCJmnuT2AGIa0SOmpKGaw9PCv3bnOsjcRIX7BZpT21micJD0ohAby3tNNZczY/_A-Zy9ieRzq7tQu3nlayD7-0z7_9_IQ9W9s5ttE0v0A)",,Sold,Instrument,Guitar,Guild,Songbird,1991,KK001514,,2019-01-10,Reverb,$1400.00,$1000.00,,,,24,https://gearcheck.nicholewagner.com/item/24,recyr3bzPgT6sGXV6,,,,,
Terz,"martinsize5.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/FR_zVeB5l2ylq2aSyQJX2A/7TH1Io4FPYgXw3KUV22L8aVHYugbC2aDFNvTP0woKU2Vn6gFTKC2h50duYspmc7IPpPUzKir1Jr5v_NTb1kdklkw_dP1k_jhFgpMfquzt5UOYbU8V42eak-tfokEbe0kmI2ETo7V5OICPCqHM4Bhwg/ZAMqoS8MJrY5P7nNocQTZtSC471OghFWcHK9j3I_VE8),martin5.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/ACVQprzhHZmBO1fzVLzVPg/4ebk3fRDIjJxePxKsp2Oqmdm33AaZgKv7H1E56JrLjiRF8elde63Wu-4mjV5pTD440dDT0oKBavBPTf_MozAUA68EzEOKnznk-GP13vWjIvHN4oYmUcei5Xj9pnCMX6FNvAoi_ub1He79TrXkjS8Lg/ILO2hheBaWgDOVaUlOqlejVfI02CqsU6Kypgjs4-t-g)",,Sold,Instrument,Guitar,Martin,Terz 5-12,2015,1895309,,2019-10-06,Reverb,$2600.00,$1688.00,,,,34,https://gearcheck.nicholewagner.com/item/34,rec9iQDJwYFITCgY5,,,,,
Edwards Pink Strat,"2023-06-24 19.22.04.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/O-uAVle60lCEFnx7bQjnkg/Wlhs4HBTAhtDTYSzUZSqQH5HlL3_p1-RyCJuPXLQ05MNYmjoutiCf1m9x4e8B99V0KQ-VuE5XvKCy7eOz_oXe7hpAmdiW-GRw5JGZT1yv5BW-USRRLgkSmo51t7l6cn6o7SA6cqOziQF-1UMDrvR42jrzfla1E2lwnPZMxzbcxg/Bt-Mba2oNY1oxY3dghHa4duic04gULAV-3-_Yq4V5-4),2023-05-02 17.56.07.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/1r57ZcHHkJJ3f49-PeYe6w/2jIb7dlL9HtiSYAIAV3HDbmFRxtMASlCrYbnM7lWZYcfzip2S1cIJhCSulJzR8ha7uQAwavqxa7weGDcE3cjyOsywhVW9mX-TmOJTCT3JFSjRNOSiX8nt5aCm6v7YX8VjK50Vn7ZZ8mcTD8vXl8zaM6WFqDw1_kRh24Cp6w72oQ/t6z0TLe4drQH0pn17qL-OK_7OYIl_rvuLuupdmgXlFE),2023-05-02 17.56.08.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/BuDrBX0oWgB2qQw-TlB2tQ/SGwTqUYHyaoNVLESYBtIxAPVieMLRypcz98_g71TwikQrd4Pp0RSsgdQc4V7YR284iMzKWrYDEcZbwVhiE3kRLXSF6N0_FybZqHd_s2pCyPc4SHWtN8-z1Dmgaoo1YHiC_2_Ghjje8fAXFia3FP--Hu3DALJd9KPH20X0bZnkuI/c_JRwoxTTTTE6fRxvl0cQljVOG13ZgQo-nmWowI-VGU),2023-05-02 17.56.08.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/-8qN1tmwOlik1QKzGGIfWQ/8JRcgh-MdKGW-PSs4KS1vB39UpGaveWp5n152VKJQqJvMjsc2LCn6Wwhn9ULvwqgqXHerQYN9WHrehMnWMWcYNEYg2tz4hguzqjtmBFPQBL8FPWgo-RnSmAwa61dU25CvRE174DB3vC6K69k_hRI6NQAGmaI_1BiMI-sx4TcESI/1-FqGE-XvL-PYdd8G4SjQ0wRc2ngRrsWx63zlGnXvu0),2023-05-02 17.56.08.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/d1DBXUEYISVakXE1T_IizA/qsLnbZAGXs7nr_1FPOXpBqtuPKkd8Jtrb3X3KZJUVYnQTTf2SQZ2Fn8hoTWkqd1TYOawMjhnRTNyMOdwtR7ENWAQbqX8QWq_LWq4Sd7gF6HCCszoq5f4nKfUIe5_NIGeHjbPTa9HYunxHBKiGwYXsWABFIXxb-8aV7OzTfcAEzE/szxIxQOeXkEQ9R5OeTAup7TkTc27aY3-xv3nJfNBdHE),2023-05-02 17.56.09.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/k9ZJGoGh2q-SodX8VGOlSQ/2CGNXu8XSv560V_g9UgZeSS47RJix93JBHXjJAbV54RkIgEwIKWZSp8OWS-PFuu6-RJNC6C4LwLBshHhT1prRxESwsyOsCu21KL97HmyqdvST6kUNCINlws0b4TMRtp-IjJajnhfXbQdnKRG9uIqgbD_heImXSfq-AVY_QlzgJs/Nu222UCKoG59XHcu_1N5mKrnNcRVgai0keK7Yz0QqlA),2023-05-02 17.56.08.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/Mdn05_SSfoCoymTHwwMHkg/pzzdH-Mc-U5lR6xCNGhx-VsQBB1MWTrS4mPqEncqrLymQsFQgOgRuBPIsog674WOyO0y8H8PgNmtS9-jX6eqrYduFT4VCsTg2lllSwnNjNtO1sUqOwnTfV9iecuuxX6G3A1X7FkQRHQqe9c5Zql8qNphJKdkghQapMplWFuKgMk/jtBhsvn5pf4yP1ewUIFyPQuzOxVMkTFF3A3vsvmcHEs)",,Current,Instrument,Guitar,Edwards,E-SN-185TO ,2010,ED1826677,,2023-04-10,Reverb,$1500.00,$1162.14,,Strap locks,,121,https://gearcheck.nicholewagner.com/item/121,recZ38fRtdQ2AlfF2,,,E200001D700D01791780A09D,House,
Nanci’s Taylor 612CE,"2023-05-02 17.55.03.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/fggEonHT1pwK444fQ_mx-A/N-kqqLNgp0njw-j93X2YIPqN1lHFqusDZcYRS7Mbqh6Zmfju1T2VyBNNgao1oMI6Pi0-1X6YDhnq2cxWAYdykFrPnJiMQlMogqZudJbkW9QdnDTtFXLyUf0fni4-XOEr0uohKttP2tNdmUC0zvVjRHraK0n1p2KFqy_C0z-hLGA/us5ytFK8hjCCI-1-xNrCJYT-e20MePv-Y-Q1Ih2DxY4),2023-05-02 17.55.03.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/P6A-oG3RmrtlKWn5qhWldQ/zuJzm2JmNVSN05YPOcgO6fMnSGWNGdqrAEdDFRvvpBylDdLbWjLfjQLh0DVgEUzM12FCJgN4mCjonszN4Nj4khUjGBvh18fqeuMUs2ol_kZ7JsDNTHdLFFaLonXjCV7AmqNbHXCo5JyOup_9WIwsvYP1aa-zdTzCidodg1CGDwg/-BZ1E5EjSPGPt_kSvXPFbGOGHG4_Rudo8XVVl2EDjtM),2023-06-13 20.14.03.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/eQyVIpABmpWw69JteFSZOw/ucWjZ0uGhu10N0ZZIgFBrZRt9t6WlK9sGzfUcWbeqSpsj2-KKPUziAm9OylSEs_AKxzR2jbO-ruLKZ_xllMftkNu8u49MXgjgd1MR3Zr15l7jBeofbqlLrgO2BQbjRZHTzHDQxq32dh2_zzMySIeq8fl6didsp-duQG82HpsyFc/66fhV7zozS3gKNjeWAC9uBRUZSJF2waFl_kyLL2S9SU)",,Current,Instrument,Guitar,Taylor,	0109300888,1998,980814110,,2023-05-02,South Austin Music,$6000.00,$4303.00,Strings - 2023-10-14,"Strap locks,Strap,Capo,Calton",,122,https://gearcheck.nicholewagner.com/item/122,recHl2d5vKim5msuI,,,,House,
Gretch Dobro,,,Current,Instrument,Guitar,Gretch,,,,,2023-05-06,Freebie,$250.00,$0.00,,,,125,https://gearcheck.nicholewagner.com/item/125,recpAKFGshTbuw7mz,,,,Shed,
Bonnie Raitt Model Strat,"qfav2azc0ycppdyn38cf.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/U_yMDa_MGop6ylA5BbVFbA/JWGgDf17hzSAJohxTd7gCGndgMsiDjZvHslEaugHSwTkPYEKi_FZwpxDqVMmPuU5x9IdLMLz17tx5H5yAdfByNrBtJQdtcKfi4iVOkD_cbRxuDFPECrJn1S0mZWhFg-u74b8524KnBxgcTVXsI7glBy84lNPti5ubUaW-dg_Tyw/E5UFtpxcYqZ8Ut4L3ahHagB8RGxIDvIo2i4Tq5uufIw),m3uu2luvvqukgwdg7biy.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/bS-5KDKXraa02TTYDcNbCA/vXVR-KxdOZ4HZWoOsPTTCjPH1QVWD3-TBbp3mfxen_WOHoA6Eg-7TOAfT0plxmSakBMFgzyXpPmC4lKekUmt0S-RFpxH8A9AkjnRjyuQiqdRdDqutu3iKGQ-QJmpuIsUxz9jvkxVTgyBEIIFBl7iFqQIdK6j0kJ8v_2wc9SzaBk/M98_o3HjbGiwF_BBLjU7KAhcj8oGuhNaNMLChbdP5hg),ovw403rlk5bwnuyljr6b.webp (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/NLX63DwfnC7EV54IPdb07w/GQ2-6rCNXqFKvjQcoS_8BL3DI-rKIJ_LEgFnu_w8915KZSb2X0SdGfPVsAav3bXX_14RegQDL2ECorXvI068rWUQEDLvzVcOetwvYI3dl1pO1Gp3kaFhMJkd7hgY0MwKCopbdyIX3J60Q19CHRE5F3OZC5yGpVPLknaNMoXN4_w/saxuL7dbSCNX0dNaDhrXZ37BBll3vAB_i5769CFLogk),hlpni1k8c9smr49pdf9k.webp (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/akaHFsKqznlioxL6aGEe1w/qeE3_U7smnQz-y7agg_bFRG-N4Zo4C54UH1NVtTOBiR0pZHmoaP4Q71xgAOWhfISSs_zuTJ8aq_tXzgeHIq6lRLxiHWZj5A9cWMZLGuRxNXunHt_z5_dAhtxLPX9K-QSjtidh325-XqCB6eAWK8uFAxE41gyjGv6me3iZgcrmTs/iu25TsdX83gCEHgkcc6z7rQKTPpOrN8S8kMZdyvxYyc),vzefsl30b4hwc8hnxo9s.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/JtF4VYftDTfXsA6RieoB9g/RLhT1Co7W57RsJn2O8s1I2O2nOfyNbScLcBDIO35PIM3diDOeybEC3VlopvbtaBHBEXa7cDTdm75oOmx0jhWtVFvooYRvOXYklkOslti_obakj3ZSwJR6R8vDqgFB4YY13mkU0eStwJeb07Gdx-qWggRMiv6R2klwU5w1DwcSJI/MkJgKxa_xMVqrCTx8J5T8ZsA0nb9qRbDIemWfma7ssk)",Screenshot 2023-06-21 at 10.57.41 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706493600000/DA8PbWsyKvnV_x6dJDZJ8A/_fTK9Ki4yqAsaSOd-h2ZlP4vk2HxRrttF-IPwSFrtKtCurg2e9P0Dj1eTW5p5SsRLRXZMVe8DakI5HPsqvI8Gp7gAKcaQE5llWSrW2bYmoEz_Vs4-uSdtb20f879rxHP04ZqjU3-mWom9IKEUH0V1qMYDEbvslxwk00jnV-tH6w/mPQ5-MAJeFshlmwhP6ZRA8i3qNiNXMliF5yhhRpmX-E),Current,Instrument,Guitar,Fender,Bonnie Raitt Artist Model Strat,1998,N7324689,,2023-06-21,Reverb,$2400.00,$1948.50,,Strap locks,,123,https://gearcheck.nicholewagner.com/item/123,rec8oMD6qHwBrOtvT,,,,,
